0.0401688	0.0	0.12284941	0.10533493	0.0	0.08469327	0.0	0.0	0.035831984	0.002917133	0.0	0.12737398	0.02577039	0.0	0.08057006	0.0	0.14720692	0.0	0.16055611	0.0	0.12689297	0.039311666	0.1099417	0.05657916	0.0	0.08529082	0.0	0.115003355	0.0	0.07587487	0.0	0.021544201	0.11451725	0.17035665	0.0	0.0	0.0	0.0
0.0420483	0.0	0.12467719	0.1037671	0.0	0.08368691	0.0	0.0	0.034764346	0.0056347908	0.0	0.12502116	0.024482965	0.0	0.08205809	0.0	0.14933796	0.0	0.16142379	0.0	0.12781617	0.03660096	0.110383704	0.05873753	0.0	0.08358905	0.0	0.11281053	0.0	0.07595272	0.0	0.020138765	0.11609542	0.17119104	0.0	0.0	0.0	0.0
0.042739786	0.0	0.12394027	0.10413284	0.0	0.08000586	0.0	0.0	0.035658076	0.0039927233	0.0	0.12514713	0.026071459	0.0	0.0828555	0.0	0.14658582	0.0	0.16095774	0.0	0.12587085	0.03739249	0.10874395	0.05769922	0.0	0.080907494	0.0	0.11206161	0.0	0.07604191	0.0	0.01965837	0.11532676	0.16719723	0.0	0.0	0.0	0.0
0.044599343	0.0	0.12512164	0.10698353	0.0	0.0799163	0.0	0.0	0.036858525	0.0024609242	0.0	0.12862498	0.026460972	0.0	0.08505134	0.0	0.14901854	0.0	0.16345312	0.0	0.12799068	0.038568787	0.11021464	0.056785252	0.0	0.0789883	0.0	0.1128233	0.0	0.07789115	0.0	0.020278588	0.118951716	0.16780686	0.0	0.0	0.0	0.0
0.046145443	0.0	0.124577984	0.10673525	0.0	0.0767013	0.0	0.0	0.038037945	0.00069337257	0.0	0.12960002	0.027530303	0.0	0.08612249	0.0	0.14757912	0.0	0.16305034	0.0	0.12765376	0.03926562	0.10895268	0.05475417	0.0	0.07678117	0.0	0.11246868	0.0	0.07838899	0.0	0.019200644	0.11879592	0.16424268	0.0	0.0	0.0	0.0
0.044429492	0.0	0.11773379	0.101530395	0.0	0.07006537	0.0	0.0	0.037102617	9.053556e-05	0.0	0.122292355	0.027457898	0.0	0.08191251	0.0	0.13818085	0.0	0.15471523	0.0	0.12035154	0.0376712	0.101913475	0.05085217	0.0	0.07144673	0.0	0.10681978	7.9268193e-07	0.074236296	0.0	0.017554916	0.11155191	0.15284075	0.0	0.0	0.0	0.0
0.04591054	0.0	0.118583694	0.102904186	0.0	0.0692631	0.0	0.0	0.037604477	4.0852947e-06	0.0	0.123391956	0.028170452	0.0	0.08282269	0.0	0.13939254	0.0	0.15554398	0.0	0.12107088	0.037854005	0.10189254	0.050328318	0.0	0.070961446	0.0	0.10741121	0.0	0.07489259	0.0	0.017957347	0.11275062	0.1526069	0.0	0.0	0.0	0.0
0.050186034	0.0	0.12629446	0.10982474	0.0	0.072651714	0.0	0.0	0.040499285	0.0	0.0	0.13220783	0.030164354	0.0	0.08855941	0.0	0.14866245	0.0	0.1649563	0.0	0.12868264	0.039598342	0.10782234	0.052507635	0.0	0.07467659	0.0	0.11390024	0.0	0.07938716	0.0	0.019105272	0.12089233	0.16154383	0.0	0.0	0.0	0.0
0.048649002	0.0	0.11736942	0.101026446	0.0	0.06539779	0.0	0.0	0.03778818	0.0	0.0	0.122230835	0.02797878	0.0	0.08230209	0.0	0.13789235	0.0	0.15149401	0.0	0.118391976	0.035502393	0.098825954	0.047252562	0.0	0.0682554	0.0	0.10469925	0.0	0.07278809	0.0	0.017498573	0.11271915	0.14767005	0.0	0.0	0.0	0.0
0.055004984	0.0	0.12781899	0.11028179	0.0	0.06968689	0.0	0.0	0.042045724	0.0	0.0	0.134375	0.030343996	0.0	0.089730814	0.0	0.15053236	0.0	0.16417196	0.0	0.12814222	0.037561383	0.10714777	0.04969903	0.0	0.07356293	0.0	0.113457695	0.0	0.07925302	0.0	0.019035043	0.123981774	0.15931846	0.0	0.0	0.0	0.0
